product name,Current Price,Previous Price, Price Per Each ,Category,Amount,Units
12 G. Protein Bar Peanut Butter Chocolate,3.49,3.49,6.71,Snacks ,52,g
Cheezy Cracker Bites,4.99,4.99,4.16,Snacks ,120,g
Haunted Ghost Pepper Tortilla Chips,5.49,5.49,3.54,Snacks ,155,g
Graham Sandwiches Organic S'mores,7.49,7.49,3.31,Snacks ,226,g
Dark Chocolate Dessert,5.99,5.99,1.20,Snacks ,500,g
"Handcrafted-Style Chips, All Dressed",4.79,4.79,3.19,Snacks ,150,g
Chocolate Chip Oat Bars,5.99,5.99,4.44,Snacks ,135,g
Vegetable And Potato Snack Rosemary & Olive Oil ,3.79,3.79,3.16,Snacks ,120,g
Choco Chip Cookie,5.49,5.49,2.50,Snacks ,220,g
"Handcrafted-Style Chips, Rock Salt & Vinegar",4.79,4.79,3.19,Snacks ,150,g
Popcorn Sweet & Salty Kettle,4.99,4.99,3.33,Snacks ,150,g
"Delight Popcorn, Sea Salt",5.49,5.49,3.52,Snacks ,156,g
Salsa with Corn,5.99,5.99,1.46,Snacks ,410,ml
Sea Salt Star Puffed Crackers,5.49,5.49,4.54,Snacks ,121,g
Gluten-Free Honeygrams,6.99,6.99,4.37,Snacks ,160,g
"Cheese Puffs, Baked Original",3.49,3.49,2.25,Snacks ,155,g
Fig Bar Original Fig,8.49,8.49,2.50,Snacks ,340,g
Sea Salt And Cider Vinegar Organic,4.49,4.49,3.33,Snacks ,135,g
"Handcrafted-Style Chips, BBQ Sweet Potato Chips",4.99,4.99,3.33,Snacks ,150,g
"Fruit & Nut Energy Bar, Cashew, 16/pack",21.99,21.99,2.86,Snacks ,768,g
Bites Vanilla Coconut,8.99,10.49,5.99,Snacks ,150,g
Crunch Chocolate Brownie Energy Bar,2.99,2.99,4.40,Snacks ,68,g
Vanilla Almond Soft Baked Bar,1.99,1.99,4.98,Snacks ,40,g
Dark Chocolate and Peanut Butter Bites,2.49,2.49,10.37,Snacks ,24,g
Chocolate Sea Salt Bar,3.49,3.49,6.71,Snacks ,52,g
Seaweed Snacks Crispy Original Flavour,5.99,5.99,18.72,Snacks ,32,g
Chocolate 6 Pack,5,5,3.47,Snacks ,144,g
"Fruit & Nut Energy Bar, Cashew ",2.29,2.29,4.77,Snacks ,48,g
"Organic Almond, Maple Syrup & Cashew Coconut Clusters",5,5,4.00,Snacks ,125,g
Pink Salt Bites,4.99,4.99,9.98,Snacks ,50,g
"Blondies, 6-Pack",13.99,13.99,5.83,Snacks ,240,g
Organic Medium Salsa,5.49,5.49,1.31,Snacks ,420,ml
Dipped Clusters Clusters Dark Chocolate Almond Butter,5.99,5.99,5.30,Snacks ,113,g
Simply White Cheddar Flavoured Tortilla Chips 213g,5.49,5.49,2.58,Snacks ,213,g
Potato Chips Sea Salt Party Size,6.49,6.49,1.76,Snacks ,368,g
Organic Black Pepper,7.49,7.49,4.07,Snacks ,184,g
"Plentils Lentil Chips, Sea Salt",4.29,4.29,3.80,Snacks ,113,g
"Organic Stoned Wheat Crackers, Vegetable",3.49,3.49,1.75,Snacks ,200,g
"Fruit & Nut Energy Bar, Chocolate Chip ",2.29,2.29,4.77,Snacks ,48,g
"Double Chocolate Soft Baked Bar, 9-Pack",16.99,16.99,4.72,Snacks ,360,g
Butter Flavour Popcorn,4.29,4.29,3.38,Snacks ,127,g
Krinkle Cut Potato Chips Truffle Oil & Sea Salt,4.49,4.49,2.27,Snacks ,198,g
Organic Chews - Fruit Smoothie,2.79,2.79,5.58,Snacks ,50,g
"Builders Protein Builder's Bar, Chocolate Peanut Butter",13.99,13.99,3.41,Snacks ,410,g
Rice Cake Minis Sea Salt Organic,6.49,6.49,4.57,Snacks ,142,g
Plant-Based Dip Queso,7.99,7.99,2.58,Snacks ,310,g
Rugged Handcrafted-Style Chips All Natural Potato Chips Level-Up Size,5.49,5.49,2.00,Snacks ,275,g
Simply Puffs White Cheddar Cheese flavoured snacks 241g,5.49,5.49,2.28,Snacks ,241,g
Banana Maple Cookies 7 Individually Wrapped Cookies,5.99,5.99,3.89,Snacks ,154,g
Tortillas Organic Nacho Cheese,6.99,6.99,2.74,Snacks ,255,g
Lela's Chickpea Chips Plain & Simple,4.99,4.99,4.16,Snacks ,120,g
"Fruit & Nut Energy Bar, Coconut Cream",2.29,2.29,4.77,Snacks ,48,g
Organic Original,7.49,7.49,4.07,Snacks ,184,g
Potato Chips Jalapeno,4.49,4.49,2.27,Snacks ,198,g
Chocolate Drizzled Crispy Squares Confetti,10.99,10.99,49.95,Snacks ,22,g
Dark Chocolate Cherry Cashew Bar Single Bar,2.29,2.29,5.73,Snacks ,40,g
Peanut Butter Chocolate Chip,10.99,10.99,7.33,Snacks ,150,g
The Original Organic,4.49,4.49,3.33,Snacks ,135,g
Annie's Crackers White Cheddar Bunnies,5.49,5.49,2.58,Snacks ,213,g
"Builders Protein Builder's Bar, Peanut Butter",2.79,2.79,4.10,Snacks ,68,g
Peanut Butter Dark Chocolate Granola 5 Bars,5.29,5.29,15.11,Snacks ,35,g
"Fruit & Nut Energy Bar, Apple, 16/pack",21.99,21.99,3.05,Snacks ,720,g
Breakfast Bars Peanut Butter,5.79,5.79,11.58,Snacks ,50,g
Garden Veggie Puffs Sour Cream & Onion,5.29,5.29,4.99,Snacks ,106,g
Simply Blue Corn Tortilla Chips,5.49,5.49,2.29,Snacks ,240,g
Microwave Seasalt Popcorn,8.49,8.49,1.78,Snacks ,476,g
Easy Rounders Tortillas Chips,5.49,5.49,1.83,Snacks ,300,g
Potato Chips Cheddar,4.49,4.49,2.27,Snacks ,198,g
Banana Maple Cookies 7 Individually Wrapped Cookies,5.99,5.99,3.89,Snacks ,154,g
Tortillas Organic Nacho Cheese,6.99,6.99,2.74,Snacks ,255,g
Lela's Chickpea Chips Plain & Simple,4.99,4.99,4.16,Snacks ,120,g
Gluten Free Plant Based Cheddar Seasoning Cauliflower Mini Crackers,6.49,6.49,5.74,Snacks ,113,g
Pizza Star Puffed Crackers,5.49,5.49,4.54,Snacks ,121,g
Chocolate With Probiotics Organic Oat Clusters,6.49,6.49,7211.11,Snacks ,90,g
Taco Shells Yellow Corn Organic,3.99,3.99,3.07,Snacks ,130,g
Gluten Free Arrowroot Animals Crunchy Cookies,4.99,4.99,2.20,Snacks ,227,g
"Fruit & Nut Energy Bar, Apple",2.29,2.29,5.09,Snacks ,45,g
Nut Butter Filled Organic Peanut Butter Bar,2.79,2.79,5.58,Snacks ,50,g
Sea Salt Tortilla,6.99,6.99,4.92,Snacks ,142,g
Organic Cheddar Vegan Puffs,7.99,7.99,2.38,Snacks ,336,g
Keto Snack Chocolate Super Seed Crunch,6.49,6.49,4.33,Snacks ,150,g
"Handcrafted-Style Chips, Avocado & Lime",4.79,4.79,3.19,Snacks ,150,g
Popcorn 12 Bags,11.99,11.99,7.14,Snacks ,168,g
Crunch Chocolate Chip Energy Bar,2.99,2.99,4.40,Snacks ,68,g
"Gluten Free Bar, Lemon",2.39,2.39,5.31,Snacks ,45,g
Halloween Chocolate Granola Minibar,9.99,9.99,2.78,Snacks ,360,g
Crunchy Bites Chic Choc Chocolate Caramel,6.49,6.49,5.19,Snacks ,125,g
Fäv Milk Chocolate Peanut Butter Cups,16.49,16.49,9.37,Snacks ,176,g
Cacao Coconut Bites    ,8.99,10.49,5.99,Snacks ,150,g
Chewy-Nutty Salted Caramel,2.49,2.49,6.23,Snacks ,40,g
Oh My Ghee! Organic Popcorn,4.99,4.99,3.51,Snacks ,142,g
Cinnamon Toast Organic Rice Cake,6.99,6.99,2.60,Snacks ,269,g
"Banana Bread Crisps, Original",6.49,6.49,9.27,Snacks ,70,g
Birthday Cake Chocolate Drizzled Crunchy Oat Bites,5.29,5.29,5.29,Snacks ,100,g
Organic Chews - Pomegranate Passion Fruit,2.79,2.79,5.58,Snacks ,50,g
"Pudding, French Vanilla Gluten Free",5.99,5.99,1.20,Snacks ,500,g
Peanut Butter Banana with Dark Chocolate Energy Bar,2.99,2.99,4.40,Snacks ,68,g
"Paleo Puffs, ""No Cheese"" Cheesiness",4.99,4.99,3.56,Snacks ,140,g
Tempura Spicy Flavour Seaweed Snacks,5.99,5.99,13.31,Snacks ,45,g
Gluten Free Sea Salt Cauliflower Mini Crackers,6.49,6.49,5.74,Snacks ,113,g
"Kids Probiotic Bars, Cocoa Banana",5.99,5.99,7.49,Snacks ,80,g
Mixed Berry Granola Minis,4.99,4.99,4.99,Snacks ,100,g
Dark Choco Almond,3.29,3.29,8.23,Snacks ,40,g
Organic Sea Salt,3.29,3.29,2.32,Snacks ,142,g
Dipped Clusters Clusters Dark Chocolate Nuts & Berries,5.99,5.99,5.30,Snacks ,113,g
Nacho Grain Freetortilla,6.99,6.99,4.92,Snacks ,142,g
Good Bites MINIS Chocolate Brownie MiniBites,4.99,4.99,18.48,Snacks ,27,g
"Handcrafted-Style Chips, Variety Pack (18 Count)",12.49,12.49,3.02,Snacks ,414,g
Krinkle Cut Potato Chips Habanero Lime,4.49,4.49,2.27,Snacks ,198,g
"Almond Nut-Thins, Hint Of Sea Salt",5.49,5.49,4.58,Snacks ,120,g
"White Chocolate Macadamia, 16 count",29.49,29.49,2.27,Snacks ,1.3,kg
"Handcrafted Style Chips, Rock Salt and Vinegar",9.99,9.99,1.60,Snacks ,625,g
Nut Butter Filled Organic Choc Peanut,2.79,2.79,5.58,Snacks ,50,g
Chic Choc Vanilla Almond Crunchy Bites,6.49,6.49,5.19,Snacks ,125,g
Chickpea Chips Honey Dijon,5.99,5.99,4.68,Snacks ,128,g
Tortilla Chips Organic Jalapeño & Lime,4.49,4.49,2.88,Snacks ,156,g
Smoreables Graham Style Crackers,5.49,5.49,2.50,Snacks ,220,g
"Handcrafted-Style Chips, Paprika",4.79,4.79,3.74,Snacks ,128,g
Organic Mexican Street Corn Chips,5.99,5.99,2.17,Snacks ,276,g
Organics Mild Salsa,4.99,4.99,1.14,Snacks ,437,ml
Chocolate Banana Granola Minis,13.49,13.49,56.21,Snacks ,24,g
Sweets & Beet,5.49,5.49,3.23,Snacks ,170,g
Lela's Chickpea Chips Cracked Pepper,4.99,4.99,4.16,Snacks ,120,g
"Gluten-Free Cookies, Chocolate Vanilla Creme",8.49,8.49,2.83,Snacks ,300,g
Organic Plant Based Cheddar Baked Corn Puffs,4.29,4.29,3.02,Snacks ,142,g
Potato Chips Backyard Barbeque,4.49,4.49,2.27,Snacks ,198,g
Potato Crisps Original,4.79,4.79,2.99,Snacks ,160,g
"Handcrafted-Style Chips, Sweet Ghost Pepper",4.79,4.79,3.74,Snacks ,128,g
Baked Corn Puffs White Cheddar Flavour ,5.29,5.29,4.99,Snacks ,106,g
"Boomchickapop, Sea Salt",4.99,4.99,3.67,Snacks ,136,g
Simply Yellow Corn Tortilla Chips 240g,5.49,5.49,2.29,Snacks ,240,g
Original 6 Pack,5,5,3.47,Snacks ,144,g
"Paleo Puffs, Himalayan Pink Salt",4.99,4.99,3.56,Snacks ,140,g
Caramel Popcorn,4.49,4.49,2.64,Snacks ,170,g
Peanut Butter Chocolate Energy Bites,7.49,7.49,4.99,Snacks ,150,g
Lemon Cake Bars Non-GMO Value Pack,13.99,13.99,27.98,Snacks ,50,g
Berry Burst With Probiotics Organic  Oat Clusters,6.49,6.49,7.21,Snacks ,90,g
Creamy Dill Organic,4.49,4.49,3.33,Snacks ,135,g
Mini Choclate Chip,13.49,13.49,4.80,Snacks ,281,g
Sweet and Salty with Sparkles Gourmet Popcorn,4.99,4.99,3.51,Snacks ,142,g
"Veggie Chips, Sour Cream & Onion",3.79,3.79,2.69,Snacks ,141,g
"Tortillas, Day of Dead",4.49,4.49,1.57,Snacks ,286,g
Double Chocolate Cookies,5,5,3.52,Snacks ,142,g
"Handcrafted-Style Chips, Lightly Salted Beet Chps",4.99,4.99,3.33,Snacks ,150,g
Crunchy Peanut Butter Energy Bar,2.99,2.99,4.40,Snacks ,68,g
Pizza Cracker Bites,4.99,4.99,4.16,Snacks ,120,g
Beans Zesty,4.99,4.99,3.56,Snacks ,140,g
Organic Herb,7.49,7.49,4.07,Snacks ,184,g
"Cheese Puffs, Original",3.49,3.49,1.76,Snacks ,198,g
Popcorn Seasoning Dill Pickle,4.29,4.29,3.90,Snacks ,110,g
Salsa Sweet & Smokey Mango,5.99,5.99,1.46,Snacks ,410,ml
"Organic Crackers, Cheddar",5.49,5.49,2.58,Snacks ,213,g
Gluten Free Crackers    ,8.29,8.29,3.95,Snacks ,210,g
"Nuts & Spices Bar, Caramel Almond & Sea Salt Each",2.29,2.29,5.73,Snacks ,40,g
Dark Chocolate with Sea Salt Bar,2.29,2.29,5.73,Snacks ,40,g
Brownies,1.99,1.99,4.98,Snacks ,40,g
Blondies,1.99,1.99,4.98,Snacks ,40,g
"Handcrafted-Style Chips, Lightly Salted Parsnip Chips",4.99,4.99,3.33,Snacks ,150,g
Good Bites MINIS Chocolate Orange MiniBites,4.99,4.99,4.62,Snacks ,108,g
Chocolate Banana Granola Minis,4.99,4.99,4.99,Snacks ,100,g
Mixed Berries Super Seed Crunch,6.49,6.49,4.33,Snacks ,150,g
"Buddha Bowl, Himalayan Gold",4.99,4.99,3.51,Snacks ,142,g
Original Beans in Tomato Sauce,14.49,14.49,0.40,Canned & Pickled ,3582,ml
"Organic Stoned Wheat Crackers, Original",3.49,3.49,1.75,Snacks ,200,g
Ancient Grain Purple Kernel Popcorn Sea Salt,4.49,4.49,3.30,Snacks ,136,g
Dark Chocolate Chunk Granola 5 Bars,5.29,5.29,15.11,Snacks ,35,g
Super Seed Basil & Garlic Crackers,7.49,7.49,4.83,Snacks ,155,g
"Organic Salsa, Medium",5.99,5.99,1.46,Snacks ,410,ml
Organic Unsweetened Apple Treat ,3.49,3.49,0.32,Snacks ,90,g
"Zbar Chocolate Chip Baked Whole Grain Energy Snack Bars, 12-pack",14.49,14.49,3.35,Snacks ,432,g
Peanut Butter Mini Crunchy Bar,13.49,13.49,4.80,Snacks ,281,g
Pretzel Sticks,8.49,8.49,2.12,Snacks ,400,g
"Boom Chicka Pop Popcorn, Sea Salt",9.49,9.49,3.72,Snacks ,255,g
"Gluten Free Bites, Dark Chocolate Coconut",7.49,7.49,6.63,Snacks ,113,g
Sweet + Salty Super Seed Crunch,6.49,6.49,4.33,Snacks ,150,g
Toasted Coconut Chips 94g,6.29,6.29,6.69,Snacks ,94,g
Chocolate Chip Granola,4.99,4.99,4.99,Snacks ,100,g
Dipped Clusters Clusters Dark Chocolate Vanilla Cashew,5.99,5.99,5.30,Snacks ,113,g
"Gluten Free Bites, Coconut Cashew",7.49,7.49,6.63,Snacks ,113,g
" Zbar Iced Oatmeal Cookie Baked Whole Grain Energy Snack Bars, 5-Pack",7.49,7.49,4.16,Snacks ,180.02,g
"Krinkle Cut Sweet Potato Chips, Sea Salt",5.49,5.49,3.33,Snacks ,165,g
"Handcrafted-Style Chips, BBQ Sweet Potato Chips",4.79,4.79,3.19,Snacks ,150,g
"Organic Cookies, Chocolate",5.49,5.49,2.58,Snacks ,213,g
Tortillas Deep Blue + Flax Organic,5.49,5.49,1.83,Snacks ,300,g
Exotic Vegetables Chips,5.49,5.49,3.23,Snacks ,170,g
Blueberry Oat Bars,5.99,5.99,4.44,Snacks ,135,g
Original Animal Cookies,4.49,4.49,1.80,Snacks ,250,g
Peanut Butter,4.49,4.49,6.32,Snacks ,71,g
Kinnitoos Chocolate Sandwich Crème Cookies Birthday Flavor,5.49,5.49,2.50,Snacks ,220,g
"Vegetable Chips, Mediterranean",5.49,5.49,3.23,Snacks ,170,g
Chocolate Chip Peanut Butter Organic,4.49,4.49,0.09,Snacks ,5000,g
Cookie Ginger Snap,4.99,4.99,2.20,Snacks ,227,g
Cookies & Crème Vanilla Drizzled Crunchy Oat Bites,5.29,5.29,5.29,Snacks ,100,g
Coconut and Cashew Bites,2.49,2.49,10.37,Snacks ,24,g
Protein Pressels Thin & Crispy Pretzel Chips Salt,5,5,3.33,Snacks ,150,g
Smokey Bbq Organic,4.49,4.49,3.33,Snacks ,135,g
"Gluten Free Bar, Lemon, 16/pack",21.99,21.99,3.05,Snacks ,720,g
Chocolate Coconut Chips 79g,6.29,6.29,7.96,Snacks ,79,g
Fava Beans Roasted Dill Pickle,4.99,4.99,3.56,Snacks ,140,g
Organic Rice Cake Minis Apple Pie Flavoured,6.49,6.49,4.57,Snacks ,142,g
Organic Apple Strawberry Fruit Snacks,3.49,3.49,0.97,Snacks ,360,g
Lentil Chips Salt And Vinegar,4.29,4.29,3.80,Snacks ,113,g
Breakfast Peanut Butter 4 Bars,5.29,5.29,2.65,Snacks ,200,g
"Banana Bread Crisps, Chocolate",6.49,6.49,9.27,Snacks ,70,g
Organic Multigrain,3.29,3.29,2.32,Snacks ,142,g
"Nut Butter Bar, Chocolate Chip & Peanut Butter",2.79,2.79,5.58,Snacks ,50,g
"Fruit & Nut Energy Bar, Peanut Butter Chocolate Chip, 16/pack",21.99,21.99,3.05,Snacks ,720,g
Boom Chicka Pop Kettle Corn Sweet & Salty,9.49,9.49,2.39,Snacks ,397,g
Churro Cinnamon Chips,6.99,6.99,4.92,Snacks ,142,g
Chocolate Brownie Energy Bars,29.99,29.99,44.10,Snacks ,68,g
Chocolate Chip Crispy Squares,5,5,3.79,Snacks ,132,g
Zesty Cheeze Crackers,4.99,4.99,4.16,Snacks ,120,g
Breakfast Peanut Butter 4 Bars,5.29,5.29,2.65,Snacks ,200,g
"Banana Bread Crisps, Chocolate",6.49,6.49,9.27,Snacks ,70,g
Fig Bar Raspberry,8.49,8.49,2.50,Snacks ,340,g
"Builders Protein Builder's Bar, Chocolate Mint",2.79,2.79,4.10,Snacks ,68,g
Protein Pressels Thin & Crispy Pretzel Chips Salt,5,5,3.33,Snacks ,150,g
Breadsticks Gluten Free,8.29,8.29,5.53,Snacks ,150,g
"Organic Microwave Popcorn, Butter",5.79,5.79,1.95,Snacks ,297,g
Crunch Chocolate Almond Fudge Energy Bar,2.99,2.99,4.40,Snacks ,68,g
Double Chocolate Snack,6.49,6.49,5.19,Snacks ,125,g
Organic Crackers Super Seed Classic,7.49,7.49,4.83,Snacks ,155,g
Smokey Bbq Organic,4.49,4.49,3.33,Snacks ,135,g
"Gluten Free Bar, Lemon, 16/pack",21.99,21.99,3.05,Snacks ,720,g
White Cheddar Puffs    ,4.99,4.99,2.94,Snacks ,170,g
Rosemary Truffle with Olive Oil Gourmet Popcorn,4.99,4.99,4.42,Snacks ,113,g
Corn Thins Crispbread Slices Original Organic,3.79,3.79,2.53,Snacks ,150,g
"Fruit & Nut Energy Bar, Peanut Butter, 16/pack",21.99,21.99,2.86,Snacks ,768,g
"Protein Gummies, Wild Berry",3.79,3.79,7.58,Snacks ,50,g
Vanilla Crispy Squares,5,5,3.79,Snacks ,132,g
"Almond Nut-Thins, Rice & Nut",5.49,5.49,4.58,Snacks ,120,g
Potato Chips Pepperoncini,4.49,4.49,2.27,Snacks ,198,g
Churro Cinnamon Chips,6.99,6.99,4.92,Snacks ,142,g
Chocolate Brownie Energy Bars,29.99,29.99,44.10,Snacks ,68,g
Chocolate Chip Crispy Squares,5,5,3.79,Snacks ,132,g
"Energy Bar, Crunchy Peanut Butter (16 Count)",29.49,29.49,2.71,Snacks ,1088,g
Real Thin Organic Crackers Sea Salted,7.49,7.49,5.27,Snacks ,142,g
Gluten Free Bites Dark Chocolate Peanut Butter,7.49,7.49,6.63,Snacks ,113,g
"Probiotic Bars, Double Chocolate Peanut Free",5.99,5.99,5.99,Snacks ,100,g
"Fruit & Nut Energy Bar, Peanut Butter Chocolate Chip, 16/pack",21.99,21.99,3.05,Snacks ,720,g
Boom Chicka Pop Kettle Corn Sweet & Salty,9.49,9.49,2.39,Snacks ,397,g
"Bananas, Pineapple & Cranberries Trail Mix",6.29,6.29,4.19,Snacks ,150,g
Tortillas New Classics Organic,5.49,5.49,1.83,Snacks ,300,g
Organic Mild Salsa,5.49,5.49,1.31,Snacks ,420,ml
Sea Salt Popped-Corn Chips 142g,5.99,5.99,4.22,Snacks ,142,g
Potato Crisps Salt & Vinegar Flavour,4.79,4.79,2.99,Snacks ,160,g
Birthday Cake Chocolate Drizzled Crunchy Oat Bites,5,5,20.83,Snacks ,24,g
Krinkle Cut Potato Chips Salt & Fresh Ground Pepper,4.49,4.49,2.27,Snacks ,198,g
"Handcrafted-Style Chips, All Natural",4.79,4.79,3.19,Snacks ,150,g
Microwave Butter Popcorn,8.49,8.49,1.78,Snacks ,476,g
"Handcrafted-Style Chips, Honey Dijon",4.79,4.79,3.74,Snacks ,128,g
Simply Puffs White Cheddar Cheese flavoured snacks 227g,5.49,5.49,2.42,Snacks ,227,g
"Fruit & Nut Energy Bar, Peanut Butter Chocolate Chip",2.29,2.29,5.09,Snacks ,45,g
Graham Sandwiches Organic Birthday Cake,7.49,7.49,3.31,Snacks ,226,g
Jalapeno Tropicale Tortilla Chips,5.49,5.49,3.54,Snacks ,155,g
Organics Sea Salt Brown Rice Cakes,2.99,2.99,2.49,Snacks ,120,g
Handcrafted-Style Chips Wild Onion & Yogurt,4.79,4.79,3.19,Snacks ,150,g
"Organic Rice Cakes, Salt Free",6.99,6.99,2.90,Snacks ,241,g
"Fruit & Nut Energy Bar, Chocolate Brownie, 16/pack",21.99,21.99,3.05,Snacks ,720,g
BBQ Snacks,3.79,3.79,3.16,Snacks ,120,g
White Chocolate Macadamia Energy Bar,2.99,2.99,4.40,Snacks ,68,g
Crackers Herb & Seed,4.99,4.99,4.16,Snacks ,120,g
Cheezee Crackers Plant-Based Cheese & Herb Flavour,6.79,6.79,5.66,Snacks ,120,g
Vanilla Flavour Cookies,5,5,3.52,Snacks ,142,g
Tortilla Chips Organic Rounds Unsalted,4.49,4.49,1.50,Snacks ,300,g
Organic Dark Chocolate Sea Salt Nut Bar,1.79,1.79,4.48,Snacks ,40,g
Organics Unsalted Brown Rice Cakes,2.99,2.99,2.49,Snacks ,120,g
"Organic Rice Cakes, Salted",6.99,6.99,2.90,Snacks ,241,g
Crunchy Little Lentils Barbecue,4.99,4.99,3.56,Snacks ,140,g
"Handcrafted-Style Chips, Ketchup",4.79,4.79,3.19,Snacks ,150,g
Real Thin Crackers Garlic Rosemary,7.49,7.49,5.27,Snacks ,142,g
Lightly Salted Roasted Chickpeas,4.99,4.99,4.16,Snacks ,120,g
3 Seed Sweet Potato Crackers,6.69,6.69,3.72,Snacks ,180,g
Corn Thins Crispbread Slices Organic Sesame,3.79,3.79,2.53,Snacks ,150,g
Chickpea Chips Sea Salt,5.99,5.99,4.68,Snacks ,128,g
Krinkle Cut Potato Chips Dill Pickle,4.49,4.49,2.27,Snacks ,198,g
Apple Cinnamon With Probiotics Organic Oat Clusters,6.49,6.49,7.21,Snacks ,90,g
Fava Beans Roasted Jalapeño Lime,4.99,4.99,3.56,Snacks ,140,g
Peanut Butter and Jam,10.99,10.99,7.33,Snacks ,150,g
Handcrafted-Style Chips The Beet Goes On,4.99,4.99,3.33,Snacks ,150,g
Oatmeal Chocolate Chip Soft Baked Cookies,5.99,5.99,3.89,Snacks ,154,g
Double Chocolate Soft Baked Bar,1.99,1.99,4.98,Snacks ,40,g
Himalayan Salt Crackers,4.99,4.99,4.16,Snacks ,120,g
Roasted Chickpeas Barbecue,4.99,4.99,4.16,Snacks ,120,g
"Energy Bar, White Chocolate Macadamia",13.49,13.49,3.31,Snacks ,408,g
Organic 100% Fruit Bites Apple Strawberry,5.49,5.49,5.08,Snacks ,108,g
Roasted Chickpeas Sea Salt & Lime,4.99,4.99,4.16,Snacks ,120,g
Good Bites MINIS Coconut Classic MiniBites,4.99,4.99,5.42,Snacks ,92,g
"Fruit & Nut Energy Bar, Chocolate Chip, 16/pack",21.99,21.99,2.86,Snacks ,768,g
Sweet Cinnamon Soft Baked Mini Cookies,5,5,20.83,Snacks ,120,g
Tortilla Chips Organic Rounds Salted,4.49,4.49,1.50,Snacks ,300,g
"Boom Chicka Pop, Sea Salt Popcorn, 6 pack",5.99,5.99,5.87,Snacks ,102,g
Krinkle Cut Potato Chips Salt & Fresh Ground Pepper Party Size,6.49,6.49,1.76,Snacks ,368,g
Sea Salt & Avocado Oil Premium Roasted Seaweed,8.99,8.99,5.55,Snacks ,162,g
Protein Pressels Thin & Crispy Pretzel Chips Everything,5,5,3.33,Snacks ,150,g
Rice Cake Minis White Cheddar Flavoured Organic,6.49,6.49,4.57,Snacks ,142,g
Fiery Chili Limon Tortilla Chips,5.49,5.49,3.54,Snacks ,155,g
Plant Based Cheddar Jalapeno Baked Corn Puffs,4.29,4.29,3.02,Snacks ,142,g
"Veggie Chips, Sea Salt",3.79,3.79,2.69,Snacks ,141,g
Lela's Chickpea Chips Creamy Dill,4.99,4.99,4.16,Snacks ,120,g
"Original Salsa, Mild",5.99,5.99,1.46,Snacks ,410,ml
"Delight Popcorn, White Cheddar",5.49,5.49,3.52,Snacks ,156,g
Organics Medium Salsa,4.99,4.99,1.14,Snacks ,437,ml
Very Verde Good Tortilla Chips  ,5.49,5.49,3.54,Snacks ,155,g
Oats & Honey with Toasted Coconut Granola 5 Bars,5.29,5.29,15.11,Snacks ,35,g
Black Forest Ham,6,6,20.00,Deli Meat,300,g
Smoked Turkey Breast,6,6,20.00,Deli Meat,300,g
"Natural Selections Sliced Black Forest Deli Ham, Smoked",8.99,8.99,51.37,Deli Meat,175,g
"Natural Selections Sliced Deli Turkey Breast, Oven Roasted",8.99,8.99,51.37,Deli Meat,175,g
"Pepperettes Sausage Sticks, European",10.99,10.99,3.66,Deli Meat,300,g
"Pepperettes Sausage Sticks, Original",10.99,10.99,2.93,Deli Meat,375,g
Honey Maple Ham,6,6,20.00,Deli Meat,300,g
Black Forest Ham,3.6,3.6,36.00,Deli Meat,1,ea
Oven Roasted Turkey Breast (Thin Sliced),4.5,4.5,45.00,Deli Meat,1,ea
Dual Pack ,6,6,2.00,Deli Meat,300,g
"Pepperettes Sausage Sticks, Pepperoni",10.99,10.99,3.66,Deli Meat,300,g
Cooked Turkey,6,6,2.00,Deli Meat,300,g
"Natural Selections Shaved Deli Turkey Breast, Hickory Smoked",8.99,8.99,51.37,Deli Meat,175,g
"Smoked Chicken Breast, Extra Lean",6,6,20.00,Deli Meat,300,g
Extra Lean Smoked Turkey,3.5,3.5,35.00,Deli Meat,1,ea
Kolbassa Sausage,6,6,16.00,Deli Meat,375,g
Montreal Smoked Meat,6,6,24.00,Deli Meat,250,g
Roast Beef,6,6,24.00,Deli Meat,250,g
Sub Trio ,6,6,2.00,Deli Meat,300,g
"Natural Selections Sliced Deli Chicken Breast, Oven Roasted",8.99,8.99,51.37,Deli Meat,175,g
Extra Lean Cooked Ham,6,6,20.00,Deli Meat,300,g
"Pepperettes Sausage Sticks, Turkey",10.99,10.99,2.93,Deli Meat,375,g
Genoa Sweet Salami    ,7.99,7.99,5.33,Deli Meat,150,g
"Pepperoni, Sliced",6,6,24.00,Deli Meat,250,g
Pizzeria Style Pepperoni,3.99,3.99,2.66,Deli Meat,150,g
Blue Ribbon Classic Bologna,5.99,5.99,11.98,Deli Meat,500,g
Natural Selections Sliced Baked Honey Deli Ham,8.99,8.99,51.37,Deli Meat,175,g
Pepperoni Mild Sliced,11.79,11.79,1.31,Deli Meat,900,g
"Natural Selections Sliced Black Forest Deli Ham, Smoked, Family Size",10.49,13.99,26.23,Deli Meat,400,g
Turkey Bites Smoked Turkey Sausage Original,9.99,9.99,3.33,Deli Meat,300,g
Mortadella,3.49,4.49,19.94,Deli Meat,175,g
Free From Turkey,8.79,8.79,50.23,Deli Meat,175,g
Bologna,6,6,1.00,Deli Meat,600,g
Oven Roasted Chicken Breast (Thin Sliced),3.8,3.8,38.00,Deli Meat,1,ea
Pepperoni,6,6,1.20,Deli Meat,500,g
